"","pfam_desc","gene_name1"
"12335","Choline/ethanolamine kinase","AT4G09760"
"12336","Helix-loop-helix DNA-binding domain","AT2G43140"
"12337","F-box associated","AT2G18320"
"12338","Leucine rich repeat N-terminal domain","AT5G63710"
"12339","Leucine Rich Repeat","AT5G63710"
"12340","Protein tyrosine kinase","AT5G63710"
"12341","Ubiquitin-conjugating enzyme","AT1G36340"
"12342","Methylpurine-DNA glycosylase (MPG)","AT3G12040"
"12343","Nucleoporin protein Ndc1-Nup","AT1G73240"
"12344","ZPR1 zinc-finger domain","AT5G37340"
"12345","GWT1","AT4G17910"
"12346","ARID/BRIGHT DNA binding domain","AT2G17410"
"12347","Peptidase family M20/M25/M40","AT1G44180"
"12348","S locus-related glycoprotein 1 binding pollen coat protein (SLR1-BP)","AT2G22941"
"12349","E1-E2 ATPase","AT1G54280"
"12350","haloacid dehalogenase-like hydrolase","AT1G54280"
"12351","F-box domain","AT4G19930"
"12352","F-box associated","AT4G19930"
"12353","ATPase family associated with various cellular activities (AAA)","AT5G20000"
"12354","Ribosomal RNA adenine dimethylase","AT1G01860"
"12355","DNA photolyase","AT1G12370"
"12356","FAD binding domain of DNA photolyase","AT1G12370"
"12357","Gpi16 subunit, GPI transamidase component","AT3G07140"
"12358","Dehydratase family","AT3G23940"
"12359","Exostosin family","AT2G28110"
"12360","Uncharacterized protein family UPF0004","AT4G36390"
"12361","Radical SAM superfamily","AT4G36390"
"12362","TRAM domain","AT4G36390"
"12363","Zinc finger, C3HC4 type (RING finger)","AT1G19310"
"12364","Homeobox domain","AT5G11270"
"12365","Plant invertase/pectin methylesterase inhibitor","AT1G60760"
"12366","Rad51","AT5G20850"
"12367","Legume lectin domain","AT1G53070"
"12368","Chlorophyll A-B binding protein","AT1G29920"
"12369","NOL1/NOP2/sun family","AT4G17590"
"12370","Adenosine/AMP deaminase","AT2G38280"
"12371","Skp1 family, dimerisation domain","AT3G53060"
"12372","Skp1 family, tetramerisation domain","AT3G53060"
"12373","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","AT3G22920"
"12374","WD domain, G-beta repeat","AT5G50650"
"12375","PPR repeat","AT3G14580"
"12376","Flavin containing amine oxidoreductase","AT3G04870"
"12377","Flavin containing amine oxidoreductase","AT4G29720"
"12378","Tetrapyrrole (Corrin/Porphyrin) Methylases","AT1G45110"
"12379","Arabidopsis proteins of unknown function","AT2G38320"
"12380","Uncharacterised protein family (UPF0160)","AT5G41970"
"12381","Phospholipase/Carboxylesterase","AT1G47780"
"12382","Poly A polymerase head domain","AT1G22660"
"12383","Pterin 4 alpha carbinolamine dehydratase","AT5G51110"
"12384","POT family","AT5G14940"
"12385","Myb-like DNA-binding domain","AT3G49690"
"12386","Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit","AT2G38040"
"12387","TCP family transcription factor","AT3G15030"
"12388","Protein kinase domain","AT1G06390"
"12389","Dirigent-like protein","AT3G13660"
"12390","B-box zinc finger","AT4G39070"
"12391","Metallo-beta-lactamase superfamily","AT4G33540"
"12392","Mpv17 / PMP22 family","AT3G24570"
"12393","Armadillo/beta-catenin-like repeat","AT1G12430"
"12394","Kinesin motor domain","AT1G12430"
"12395","Arabidopsis proteins of unknown function","AT1G29050"
"12396","short chain dehydrogenase","AT3G03350"
"12397","Ribosomal Proteins L2, C-terminal domain","ATCG01310"
"12398","Ribosomal Proteins L2, RNA binding domain","ATCG01310"
"12399","Myb-like DNA-binding domain","AT3G57980"
"12400","Bromodomain","AT3G57980"
"12401","Poly-adenylate binding protein, unique domain","AT1G49760"
"12402","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G49760"
"12403","Kelch motif","AT2G45406"
"12404","Protein kinase domain","AT4G00960"
"12405","Chlorophyll A-B binding protein","AT1G15820"
"12406","RNA dependent RNA polymerase","AT4G11130"
"12407","Serine carboxypeptidase","AT2G22960"
"12408","GDP dissociation inhibitor","AT3G59920"
"12409","14-3-3 protein","AT1G78300"
"12410","KH domain","AT4G26000"
"12411","PCI domain","AT5G64760"
"12412","Auxin responsive protein","AT3G03830"
"12413","Integral membrane protein DUF106","AT3G12030"
"12414","Glutaredoxin","AT2G47880"
"12415","EamA-like transporter family","AT2G37450"
"12416","E1-E2 ATPase","AT1G59820"
"12417","Phospholipase D C terminal","AT3G15730"
"12418","Phospholipase D Active site motif","AT3G15730"
"12419","C2 domain","AT3G15730"
"12420","C-5 cytosine-specific DNA methylase","AT5G25480"
"12421","S1 RNA binding domain","AT1G12800"
"12422","ABC transporter","AT4G28620"
"12423","ABC transporter transmembrane region","AT4G28620"
"12424","Protein of unknown function (DUF1644)","AT4G08460"
"12425","Repeat in ubiquitin-activating (UBA) protein","AT2G21470"
"12426","Ubiquitin-activating enzyme active site","AT2G21470"
"12427","ThiF family","AT2G21470"
"12428","BTB/POZ domain","AT3G29740"
"12429","Zinc finger, C3HC4 type (RING finger)","AT3G51325"
"12430","ThiF family","AT5G37530"
"12431","Arabidopsis broad-spectrum mildew resistance protein RPW8","AT3G50450"
"12432","Jacalin-like lectin domain","AT1G05770"
"12433","EamA-like transporter family","AT5G40210"
"12434","Myb-like DNA-binding domain","AT1G74840"
"12435","Protein of unknown function, DUF584","AT2G34340"
"12436","ABC transporter","AT4G27420"
"12437","ABC-2 type transporter","AT4G27420"
"12438","PPR repeat","AT1G62914"
"12439","Zinc knuckle","AT2G15180"
"12440","F-box associated","AT1G12490"
"12441","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT2G24590"
"12442","Zinc knuckle","AT2G24590"
"12443","RHO protein GDP dissociation inhibitor","AT1G62450"
"12444","MatE","AT3G23550"
"12445","Acyl-ACP thioesterase","AT3G25110"
"12446","Protein of unknown function, DUF594","AT4G19090"
"12447","Cellulase (glycosyl hydrolase family 5)","AT3G10900"
"12448","CRAL/TRIO domain","AT3G51670"
"12449","CRAL/TRIO, N-terminus","AT3G51670"
"12450","HD-ZIP protein N terminus","AT5G47370"
"12451","Homeobox domain","AT5G47370"
"12452","Homeobox associated leucine zipper","AT5G47370"
"12453","Asparaginase","AT5G61540"
"12454","Armadillo/beta-catenin-like repeat","AT5G52000"
"12455","Clp protease","AT1G09130"
"12456","NB-ARC domain","AT1G64070"
"12457","TIR domain","AT1G64070"
"12458","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT2G46610"
"12459","ADP-ribosylation factor family","AT3G22950"
"12460","Flavin-binding monooxygenase-like","AT5G61290"
"12461","Response regulator receiver domain","AT4G00760"
"12462","ACT domain","AT4G22780"
"12463","C1 domain","AT5G02360"
"12464","C1-like domain","AT5G02360"
"12465","Domain of unknown function (DUF588)","AT1G03700"
"12466","Peroxidase","AT2G18980"
"12467","GDP-fucose protein O-fucosyltransferase","AT5G64600"
"12468","SAM dependent carboxyl methyltransferase","AT5G66430"
"12469","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","AT1G15930"
"12470","Myb-like DNA-binding domain","AT1G01520"
"12471","Exonuclease","AT5G25800"
"12472","HMG (high mobility group) box","AT4G11080"
"12473","Plant self-incompatibility protein S1","AT1G28305"
"12474","FBD","AT5G27750"
"12475","F-box domain","AT5G27750"
"12476","Leucine Rich Repeat","AT5G27750"
"12477","Helix-loop-helix DNA-binding domain","AT5G43650"
"12478","Protein of unknown function (DUF803)","AT2G21120"
"12479","VHS domain","AT1G06210"
"12480","GAT domain","AT1G06210"
"12481","ATPase family associated with various cellular activities (AAA)","AT4G24710"
"12482","Aldo/keto reductase family","AT5G62420"
"12483","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G60830"
"12484","MCM2/3/5 family","AT4G02060"
"12485","Plant self-incompatibility protein S1","AT3G54925"
"12486","2OG-Fe(II) oxygenase superfamily","AT3G63290"
"12487","Nucleoside transporter","AT4G05110"
"12488","Cytochrome P450","AT2G32440"
"12489","GH3 auxin-responsive promoter","AT1G23160"
"12490","Phosphatidylinositol 3- and 4-kinase","AT5G24240"
"12491","Ubiquitin family","AT5G24240"
"12492","Acyltransferase","AT3G11430"
"12493","Leucine rich repeat N-terminal domain","AT1G72300"
"12494","Leucine Rich Repeat","AT1G72300"
"12495","Protein kinase domain","AT1G72300"
"12496","Chalcone-flavanone isomerase","AT2G26310"
"12497","Isocitrate/isopropylmalate dehydrogenase","AT1G32480"
"12498","Glycosyl hydrolase family 3 C terminal domain","AT5G20950"
"12499","Glycosyl hydrolase family 3 N terminal domain","AT5G20950"
"12500","Major intrinsic protein","AT3G53420"
"12501","WW domain","AT2G41020"
"12502","Isocitrate/isopropylmalate dehydrogenase","AT4G35650"
"12503","alpha/beta hydrolase fold","AT3G30380"
"12504","2OG-Fe(II) oxygenase superfamily","AT1G15550"
"12505","Cytochrome P450","AT5G25900"
"12506","PPR repeat","AT4G20090"
"12507","AMP-binding enzyme","AT1G75960"
"12508","WD domain, G-beta repeat","AT5G24520"
"12509","Glycosyl hydrolase family 1","AT1G51470"
"12510","No apical meristem (NAM) protein","AT3G10480"
"12511","SBP domain","AT3G60030"
"12512","PLAT/LH2 domain","AT2G22170"
"12513","short chain dehydrogenase","AT4G20760"
"12514","Glutathione S-transferase, C-terminal domain","AT5G02790"
"12515","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT5G66010"
"12516","Myb-like DNA-binding domain","AT5G55020"
"12517","Lipase (class 3)","AT4G16820"
"12518","Exportin 1-like protein","AT1G72560"
"12519","Protein phosphatase 2C","AT5G06750"
"12520","WRKY DNA -binding domain","AT4G22070"
"12521","NPH3 family","AT1G67900"
"12522","60s Acidic ribosomal protein","AT3G28500"
"12523","Metallopeptidase family M24","AT4G37040"
"12524","Helix-loop-helix DNA-binding domain","AT5G53210"
"12525","Glycosyl hydrolase family 1","AT3G60140"
"12526","Myb-like DNA-binding domain","AT2G44430"
"12527","Bromodomain","AT2G44430"
"12528","Helix-loop-helix DNA-binding domain","AT5G37800"
"12529","UAA transporter family","AT5G55950"
"12530","Triose-phosphate Transporter family","AT5G55950"
"12531","Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain","AT3G26650"
"12532","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain","AT3G26650"
"12533","Sodium/hydrogen exchanger family","AT5G37060"
"12534","Spc97 / Spc98 family","AT5G17410"
"12535","alpha/beta hydrolase fold","AT5G13800"
"12536","PPR repeat","AT3G46870"
"12537","Leucine rich repeat N-terminal domain","AT3G20820"
"12538","Leucine Rich Repeat","AT3G20820"
"12539","Zinc finger, C3HC4 type (RING finger)","AT3G05250"
"12540","Sodium/calcium exchanger protein","AT5G17850"
"12541","Scramblase","AT2G04940"
"12542","GDSL-like Lipase/Acylhydrolase","AT1G09390"
"12543","Metallothionein","AT5G02380"
"12544","Copine","AT5G14420"
"12545","Glycosyl hydrolase family 1","AT5G16580"
"12546","F-box domain","AT4G39760"
"12547","Kelch motif","AT4G39760"
"12548","Leucine rich repeat N-terminal domain","AT1G12460"
"12549","Leucine Rich Repeat","AT1G12460"
"12550","Protein kinase domain","AT1G12460"
"12551","MatE","AT4G25640"
"12552","Major Facilitator Superfamily","AT5G20380"
"12553","Ankyrin repeat","AT5G12320"
"12554","domain","AT3G54440"
"12555","Beta galactosidase small chain","AT3G54440"
"12556","Glycosyl hydrolases family 2, TIM barrel domain","AT3G54440"
"12557","Glycosyl hydrolases family 2, sugar binding domain","AT3G54440"
"12558","EF hand","AT1G73630"
"12559","RNase H","AT3G01410"
"12560","Domain of unknown function (DUF588)","AT5G15290"
"12561","C1 domain","AT4G15070"
"12562","C1-like domain","AT4G15070"
"12563","X8 domain","AT2G43660"
"12564","Ribosomal Proteins L2, C-terminal domain","AT2G18020"
"12565","Ribosomal Proteins L2, RNA binding domain","AT2G18020"
"12566","Aminotransferase class I and II","AT2G30970"
"12567","DEAD/DEAH box helicase","AT1G51380"
"12568","Helicase conserved C-terminal domain","AT1G51380"
"12569","PPR repeat","AT1G77010"
"12570","Zinc finger C-x8-C-x5-C-x3-H type (and similar)","AT2G40140"
"12571","Tetratricopeptide repeat","AT3G07370"
"12572","U-box domain","AT3G07370"
"12573","U1 zinc finger","AT1G49590"
"12574","Cellulose synthase","AT4G39350"
"12575","DnaJ C terminal region","AT4G28480"
"12576","DnaJ domain","AT4G28480"
"12577","TIR domain","AT5G44920"
"12578","C1 domain","AT1G61840"
"12579","C1-like domain","AT1G61840"
"12580","VQ motif","AT4G15120"
"12581","Protein of unknown function (DUF3531)","AT4G29400"
"12582","ABC transporter","AT5G61700"
"12583","UDP-glucoronosyl and UDP-glucosyl transferase","AT1G22380"
"12584","Predicted transmembrane protein 161AB","AT5G52180"
"12585","Dcp1-like decapping family","AT1G08370"
"12586","Ribosomal protein L14p/L23e","AT5G46160"
"12587","Protein of unknown function (DUF1005)","AT1G10020"
"12588","AP2 domain","AT3G50260"
"12589","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily","AT2G32090"
"12590","Pectate lyase","AT4G22090"
"12591","EF hand","AT3G10190"
"12592","Putative GTPase activating protein for Arf","AT3G53710"
"12593","LisH","AT4G31160"
"12594","ORMDL family","AT1G01230"
"12595","Protein of unknown function (DUF677)","AT4G34330"
"12596","D-mannose binding lectin","AT1G11350"
"12597","PAN-like domain","AT1G11350"
"12598","Protein tyrosine kinase","AT1G11350"
"12599","S-locus glycoprotein family","AT1G11350"
"12600","Protein phosphatase 2C","AT3G15260"
"12601","Cys/Met metabolism PLP-dependent enzyme","AT3G01120"
"12602","EamA-like transporter family","AT4G32390"
"12603","Triose-phosphate Transporter family","AT4G32390"
"12604","Glutamine amidotransferases class-II","AT5G04140"
"12605","GXGXG motif","AT5G04140"
"12606","Glutamate synthase central domain","AT5G04140"
"12607","Conserved region in glutamate synthase","AT5G04140"
"12608","UDP-glucoronosyl and UDP-glucosyl transferase","AT1G30530"
"12609","PPR repeat","AT5G48730"
"12610","Enoyl-CoA hydratase/isomerase family","AT3G60510"
"12611","galactosyl transferase GMA12/MNN10 family","AT4G38310"
"12612","FBD","AT3G55670"
"12613","Legume lectin domain","AT5G60300"
"12614","Protein kinase domain","AT5G60300"
"12615","MatE","AT2G21340"
"12616","Serine carboxypeptidase","AT1G61130"
"12617","WD domain, G-beta repeat","AT1G24130"
"12618","Glutamine amidotransferase class-I","AT1G25155"
"12619","Auxin responsive protein","AT2G21220"
"12620","mTERF","AT3G60400"
"12621","F-box associated","AT3G23685"
"12622","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT4G02235"
"12623","Sodium Bile acid symporter family","AT1G78560"
"12624","NB-ARC domain","AT5G48770"
"12625","Leucine Rich Repeat","AT5G48770"
"12626","TIR domain","AT5G48770"
"12627","Sugar (and other) transporter","AT2G35740"
"12628","Cyclic nucleotide-binding domain","AT4G01010"
"12629","Ion transport protein","AT4G01010"
"12630","Sulfite exporter TauE/SafE","AT4G21260"
"12631","Di-glucose binding within endoplasmic reticulum","AT5G39030"
"12632","Protein tyrosine kinase","AT5G39030"
"12633","Uncharacterised protein family UPF0005","AT4G14730"
"12634","GDSL-like Lipase/Acylhydrolase","AT1G71250"
"12635","Ulp1 protease family, C-terminal catalytic domain","AT4G15880"
"12636","Eukaryotic aspartyl protease","AT4G35880"
"12637","Triose-phosphate Transporter family","AT3G17430"
"12638","DNA gyrase B","AT5G04130"
"12639","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","AT5G04130"
"12640","DNA gyrase B subunit, carboxyl terminus","AT5G04130"
"12641","Toprim domain","AT5G04130"
"12642","Glycosyl hydrolases family 35","AT5G56870"
"12643","Presenilin enhancer-2 subunit of gamma secretase","AT5G09310"
"12644","Tesmin/TSO1-like CXC domain","AT3G04850"
"12645","AP2 domain","AT5G50080"
"12646","Protein phosphatase 2C","AT5G10740"
"12647","Basic region leucine zipper","AT3G51960"
"12648","Hsp70 protein","AT5G28540"
"12649","Strictosidine synthase","AT2G41300"
"12650","DnaJ domain","AT5G62780"
"12651","Phospholipase/Carboxylesterase","AT1G51300"
"12652","Prephenate dehydratase","AT1G11790"
"12653","Ubiquitin-2 like Rad60 SUMO-like","AT2G32765"
"12654","WRKY DNA -binding domain","AT4G23810"
"12655","lactate/malate dehydrogenase, alpha/beta C-terminal domain","AT3G15020"
"12656","lactate/malate dehydrogenase, NAD binding domain","AT3G15020"
"12657","Protein of unknown function (DUF1216)","AT3G28780"
"12658","Leucine rich repeat N-terminal domain","AT3G02130"
"12659","Leucine Rich Repeat","AT3G02130"
"12660","Protein kinase domain","AT3G02130"
"12661","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT4G18120"
"12662","RNA recognition motif 2","AT4G18120"
"12663","ATPase family associated with various cellular activities (AAA)","AT5G45720"
"12664","DNA polymerase III subunits gamma and tau domain III","AT5G45720"
"12665","FBD","AT5G56810"
"12666","F-box domain","AT5G56810"
"12667","Leucine Rich Repeat","AT5G56810"
"12668","Nuclear pore localisation protein NPL4","AT3G63000"
"12669","NPL4 family","AT3G63000"
"12670","Plant invertase/pectin methylesterase inhibitor","AT5G20860"
"12671","Pectinesterase","AT5G20860"
"12672","Vacuolar protein sorting-associated protein 26","AT5G53530"
"12673","Amidase","AT5G07360"
"12674","Rdx family","AT3G47300"
"12675","ATPase family associated with various cellular activities (AAA)","AT3G28600"
"12676","PPR repeat","AT1G06150"
"12677","MATH domain","AT1G65150"
"12678","OST3 / OST6 family","AT1G61790"
"12679","Leucine rich repeat N-terminal domain","AT1G67510"
"12680","Leucine Rich Repeat","AT1G67510"
"12681","Protein kinase domain","AT1G67510"
"12682","Pyruvate kinase, alpha/beta domain","AT5G08570"
"12683","Pyruvate kinase, barrel domain","AT5G08570"
"12684","Histone-like transcription factor (CBF/NF-Y) and archaeal histone","AT2G27470"
"12685","Glutaredoxin","AT4G10630"
"12686","Glutamine amidotransferases class-II","AT5G53460"
"12687","GXGXG motif","AT5G53460"
"12688","Glutamate synthase central domain","AT5G53460"
